primary	synonyms	description
MYL5	MYLC2	myosin light chain 5
MYL6	ESMLC|LC17|LC17-GI|LC17-NM|LC17A|LC17B|MLC-3|MLC1SM|MLC3NM|MLC3SM|ESMLC|MLC3NM|MLC1SM	myosin light chain 6
MYL6B	MLC1SA|MLC1SA|MLC1SA	myosin light chain 6B
MYL6BP1		
MYL6P1	MYL6P	myosin light chain 6 pseudogene 1
MYL6P2		
MYL6P3		
MYL6P4		
MYL6P5		
MYL7	MYL2A|MYLC2A|MYLC2A|MYL2A|MYL2A|MYLC2A	myosin light chain 7
MYL8P	BING3	myosin light chain 8| pseudogene
MYL9	LC20|MLC-2C|MLC2|MRLC1|MYRL2|MYRL2|MLC2|LC20|MRLC1|MLC2|MRLC1|MYRL2	myosin light chain 9
MYLIP	IDOL|MIR|MIR|IDOL|BZF1|IDOL	myosin regulatory light chain interacting protein
MYLK	AAT7|KRP|MLCK|MLCK1|MLCK108|MLCK210|MSTP083|MYLK1|smMLCK|MLCK|smMLCK|MYLK1|MLCK1|MLCK|MLCK1|MYLK1	myosin light chain kinase
MYLK-AS1		
MYLK-AS2		
MYLK2	KMLC|MLCK|MLCK2|skMLCK|skMLCK|KMLC|MLCK2	myosin light chain kinase 2
MYLK3	MLCK|MLCK2|caMLCK|caMLCK|MLCK|MLCK	myosin light chain kinase 3
MYLK4	SgK085|SgK085|SGK085	myosin light chain kinase family member 4
MYLKP1	MYLKP	myosin light chain kinase pseudogene 1
MYLPF	HUMMLC2B|MLC2B|MRLC2|MYL11|MRLC2|HUMMLC2B|MYL11	myosin light chain| phosphorylatable| fast skeletal muscle
MYMK	MYOMAKER|TMEM226|TMEM8C|TMEM226|TMEM8C|TMEM226|TMEM8C	myomaker| myoblast fusion factor
MYMX	MINION|hMINION|MINION	myomixer| myoblast fusion factor
MYMY1	MYMY	moyamoya disease 1
MYMY3		
MYMY4	CXDELq38	Moyamoya disease 4
MYNN	OSZF|SBBIZ1|ZBTB31|ZNF902|SBBIZ1|ZBTB31|ZNF902|OSZF|ZBTB31	myoneurin
MYO10	KIAA0799|KIAA0799	
MYO15A	DFNB3|MYO15|DFNB3|MYO15|MYO15	myosin XVA
MYO15B	MYO15BP|MYO15BP|KIAA1783|MYO15BP	myosin XVB
MYO16	MYAP3|MYR8|Myo16b|NYAP3|PPP1R107|MYR8|KIAA0865|Myo16b|NYAP3|PPP1R107|KIAA0865|MYO16B|NYAP3	myosin XVI
MYO16-AS1		
MYO16-AS2		
MYO18A	MAJN|MYSPDZ|SP-R210|SPR210|KIAA0216|MysPDZ|CD245|KIAA0216|MYSPDZ	myosin XVIIIA
MYO18B	KFS4|BK125H2.1	myosin XVIIIB
MYO19	MYOHD1|FLJ22865|MYOHD1|MYOHD1	myosin XIX
MYO1A	BBMI|DFNA48|MIHC|MYHL|MYHL|DFNA48|MYHL	myosin IA
MYO1B	MMI-alpha|MMIa|MYH-1c|myr1|myr1	myosin IB
MYO1C	MMI-beta|MMIb|NMI|myr2|myr2	myosin IC
MYO1D	PPP1R108|myr4|KIAA0727|myr4|PPP1R108|KIAA0727	myosin ID
MYO1E	FSGS6|HuncM-IC|MYO1C|MYO1C|HuncM-IC|MGC104638|MYO1C	myosin IE
MYO1F		
MYO1F variant protein		
MYO1G	HA2|HLA-HA2|MHAG|HA-2|HA2	myosin IG
MYO1H	FLJ37587	
MYO3A	DFNB30|DFNB30	myosin IIIA
MYO3B		
MYO5A	GS1|MYH12|MYO5|MYR12|MYO5|GS1|MYR12|MYH12|MYH12	myosin VA
MYO5B	KIAA1119|KIAA1119	
MYO5BP1		
MYO5BP2		
MYO5BP3		
MYO5C	MGC74969	
MYO6	DFNA22|DFNB37|Myo6-007|Myo6-008|KIAA0389|DFNA22|DFNB37|KIAA0389	myosin VI
MYO7A	DFNA11|DFNB2|MYOVIIA|MYU7A|NSRD2|USH1B|NSRD2|USH1B|DFNB2|DFNA11|USH1B	myosin VIIA
MYO7B		
MYO9A	FLJ11061|FLJ13244|MGC71859|MYR7	
MYO9B	CELIAC4|MYR5|CELIAC4|MYR5	myosin IXB
MYO9B variant protein		
MYOC	GLC1A|GPOA|JOAG|JOAG1|TIGR|TIGR|JOAG1|GLC1A|GLC1A|TIGR	myocilin
MYOCD	MYCD|MYCD|MYCD	myocardin
MYOCOS		
MYOD1	MYF3|MYOD|PUM|bHLHc1|PUM|MYOD|bHLHc1|MYF3|BHLHC1|MYF3|MYOD	myogenic differentiation 1
MYOF	FER1L3|KIAA1207|FER1L3|FER1L3|KIAA1207	myoferlin
MYOG	MYF4|bHLHc3|myf-4|bHLHc3|MYF4|BHLHC3|MYF4	myogenin
MYOHD1		
MYOM1	SKELEMIN	myomesin 1
MYOM2	TTNAP	myomesin 2
MYOM3	FLJ35961	
MYORG	KIAA1161|NET37|NET37|KIAA1161|KIAA1161	myogenesis regulating glycosidase (putative)
MYOSLID		
MYOT	LGMD1|LGMD1A|MFM3|TTID|TTOD|TTID|LGMD1A|LGMD1|TTID	myotilin
MYOZ1	CS-2|FATZ|MYOZ|FATZ|CS-2|MYOZ|MYOZ	myozenin 1
MYOZ2	C4orf5|CMH16|CS-1|FATZ-2|CS-1|FATZ-2|C4orf5|C4orf5	myozenin 2
MYOZ3	CS-3|CS3|FATZ-3|FRP3|CS-3|CS3|FRP3|FATZ-3|FRP3	myozenin 3
MYP1	BED	myopia 1 (X-linked)
MYP10		
MYP11		
MYP12		
MYP13		
MYP14		
MYP15		
MYP16		
MYP17	MYP4	myopia 17
MYP18		
MYP19		
MYP2		
MYP20		
MYP3		
MYP4		
MYP5		
MYP7		
MYP8		
MYP9		
MYPN	CMD1DD|CMH22|MYOP|NEM11|RCM4|MYOP|MYOP	myopalladin
MYPOP	P42pop|P42pop|P42POP	Myb related transcription factor| partner of profilin
MYRF	C11orf9|MRF|Ndt80|pqn-47|Ndt80|pqn-47|MRF|C11orf9|C11orf9|KIAA0954|MRF	myelin regulatory factor
MYRFL	C12orf15|C12orf28|bcm1377|FLJ25056|bcm1377|C12orf15|C12orf28|C12orf15|C12orf28	myelin regulatory factor like
MYRIP	SLAC2-C|SLAC2C|DKFZp586F1018|exophilin-8|MyRIP|SLAC2-C|SLAC2C|SLAC2C	myosin VIIA and Rab interacting protein
MYSA		
MYSM1	2A-DUB|2ADUB|KIAA1915|KIAA1915	Myb like| SWIRM and MPN domains 1
MYST3		
MYST3/NCOA2 fusion		
MYST4		
MYT1	C20orf36|MTF1|MYTI|NZF2|PLPB1|ZC2H2C1|ZC2HC4A|MTF1|MYTI|ZC2HC4A|NZF2|ZC2H2C1|PLPB1|KIAA0835|KIAA1050|MTF1|MYTI|PLPB1	myelin transcription factor 1
MYT1L	MRD39|NZF1|ZC2H2C2|ZC2HC4B|myT1-L|KIAA1106|NZF1|ZC2HC4B|ZC2H2C2|KIAA1106	myelin transcription factor 1 like
MYT1L-AS1		
MYZAP	GCOM1|Gup|MYOZAP|MYOZAP|Gup|Gup1|GCOM1|MYOZAP	myocardial zonula adherens protein
MZB1	MEDA-7|PACAP|pERp1|PACAP|MGC29506|HSPC190|pERp1|MEDA-7|MEDA7|PACAP	marginal zone B and B1 cell specific protein
MZF1	MZF-1|MZF1B|ZFP98|ZNF42|ZSCAN6|ZSCAN6|MZF1B|MZF-1|Zfp98|ZNF42|MZF|ZNF42|ZSCAN6	myeloid zinc finger 1
MZF1-AS1		
MZT1	C13orf37|MOZART1|LOC440145|FLJ21869|MGC150539|RP11-11C5.2|MOZART1|C13orf37|C13orf37|MOZART1	mitotic spindle organizing protein 1
MZT1P1		
MZT1P2		
MZT2A	FAM128A|MOZART2A|MOZART2A|FAM128A|FAM128A|MOZART2A	mitotic spindle organizing protein 2A
MZT2B	FAM128B|MOZART2B|FLJ14346|MOZART2B|FAM128B|FAM128B|MOZART2B	mitotic spindle organizing protein 2B
Meflin		
Memo1		
MiIX		
Mitf		
MoDP-3		
Mprip-Ntrk1 fusion gene	MPRIP-NTRK1|fusion	
MyBP-C		
Myo6-007		
Myo6-008		
N-PAC		
N-myc		
N-ras		
N4BP1	KIAA0615	
N4BP2	B3BP|B3BP|B3BP|KIAA1413	NEDD4 binding protein 2
N4BP2L1	CG018|CG018|CG081	NEDD4 binding protein 2 like 1
N4BP2L2	92M18.3|CG005|CG016|PFAAP5|CG005|PFAAP5|CG005|PFAAP5	NEDD4 binding protein 2 like 2
N4BP2L2-IT2	CG030	N4BPL2 intronic transcript 2
N4BP3	LZTS4|LZTS4|KIAA0341	NEDD4 binding protein 3
N6AMT1	C21orf127|HEMK2|MTQ2|N6AMT|PRED28|m.HsaHemK2P|PRED28|N6AMT|MTQ2|C21orf127|HEMK2|C21orf127|HEMK2	N-6 adenine-specific DNA methyltransferase 1
NAA10	ARD1|ARD1A|ARD1P|DXS707|MCOPS1|NATD|OGDNS|TE2|hARD1|DXS707|TE2|ARD1|ARD1A|ARD1|ARD1A|TE2	N(alpha)-acetyltransferase 10| NatA catalytic subunit
NAA11	ARD1B|ARD2|hARD2|ARD2|hARD2|ARD1B|ARD1B|ARD2	N(alpha)-acetyltransferase 11| NatA catalytic subunit
NAA15	Ga19|MRD50|NARG1|NAT1P|NATH|TBDN|TBDN100|TBDN100|NATH|FLJ13340|NARG1|GA19|NARG1|NATH|TBDN100	N(alpha)-acetyltransferase 15| NatA auxiliary subunit
NAA16	NARG1L|FLJ22054|MGC40612|PRO2435|NARG1L|NARG1L|NAT2	N(alpha)-acetyltransferase 16| NatA auxiliary subunit
NAA20	NAT3|NAT3P|NAT5|NAT5P|dJ1002M8.1|dJ1002M8.1|NAT3|NAT5|NAT5	N(alpha)-acetyltransferase 20| NatB catalytic subunit
NAA25	C12orf30|MDM20|NAP1|FLJ13089|C12orf30|C12orf30|MDM20|NAP1	N(alpha)-acetyltransferase 25| NatB auxiliary subunit
NAA30	C14orf35|MAK3|Mak3p|NAT12|NAT12P|FLJ35355|MAK3|Mak3p|C14orf35|NAT12|C14orf35|MAK3|NAT12	N(alpha)-acetyltransferase 30| NatC catalytic subunit
NAA35	EGAP|MAK10|MAK10P|bA379P1.1|FLJ21613|FLJ22643|bA379P1.1|MAK10|EGAP|MAK10	N(alpha)-acetyltransferase 35| NatC auxiliary subunit
NAA38	LSMD1|MAK31|PFAAP2|MGC14151|PFAAP2|LSMD1|LSMD1|MAK31|PFAAP2	N(alpha)-acetyltransferase 38| NatC auxiliary subunit
NAA40	NAT11|NatD|PATT1|hNatD|FLJ13848|NAT11|NAT11|PATT1	N(alpha)-acetyltransferase 40| NatD catalytic subunit
NAA50	MAK3|NAT13|NAT13P|NAT5|NAT5P|SAN|hNaa50p|FLJ13194|NAT5|San|MAK3|NAT13|MAK3|NAT13|NAT5	N(alpha)-acetyltransferase 50| NatE catalytic subunit
NAA60	HAT4|NAT15|NatF|hNaa60|FLJ14154|NAT15|HAT4|NAT15	N(alpha)-acetyltransferase 60| NatF catalytic subunit
NAA80	FUS-2|FUS2|NAT6|FUS2|NAT6	N(alpha)-acetyltransferase 80| NatH catalytic subunit
NAAA	ASAHL|PLT|ASAHL|ASAHL|PLT	N-acylethanolamine acid amidase
NAALAD2	GCPIII|GPCIII|NAADALASE2|NAALADASE2|NAALADASE2|GCPIII	N-acetylated alpha-linked acidic dipeptidase 2
NAALADL1	I100|NAALADASEL|NAALADASEL|NAALADL	N-acetylated alpha-linked acidic dipeptidase like 1
NAALADL2		
NAALADL2-AS1		
NAALADL2-AS2		
NAALADL2-AS3		
NAB1		
NAB2	MADER|MADER|MADER	NGFI-A binding protein 2
NABP1	OBFC2A|SOSS-B2|SSB2|FLJ22833|DKFZp667M1322|FLJ13624|MGC111163|SSB2|hSSB2|SOSS-B2|OBFC2A|OBFC2A|SSB2	nucleic acid binding protein 1
NABP2	OBFC2B|SOSS-B1|SSB1|hSSB1|MGC2731|SSB1|hSSB1|SOSS-B1|OBFC2B|OBFC2B|SSB1	nucleic acid binding protein 2
NACA	HSD48|NAC-alpha|NACA1|skNAC|NACA1	nascent polypeptide associated complex subunit alpha
NACA2	ANAC|NACAL|MGC71999|NACAL|NACAL	nascent polypeptide associated complex subunit alpha 2
NACA3P	NACA3	NACA family member 3| pseudogene
NACA4P	FKSG17|NACAP1	NACA family member 4| pseudogene
NACAD	KIAA0363|KIAA0363	
NACAIS4		
NACAP1		
NACAP10		
NACAP2		
NACAP5		
NACAP6		
NACAP7		
NACAP8	NACAP3	NACA pseudogene 8
NACAP9	NACAP4	NACA pseudogene 9
NACC1	BEND8|BTBD14B|BTBD30|NAC-1|NAC1|NECFM|NAC1|NAC-1|BEND8|BTBD30|BTBD14B|BTBD14B|NAC1	nucleus accumbens associated 1
NACC2	BEND9|BTBD14|BTBD14A|BTBD31|NAC-2|RBB|MGC23427|BEND9|BTBD31|BTBD14A|BTBD14A|NAC2|RBB	NACC family member 2
NACP		
NADH1		
NADH2		
NADH3	ND3	
NADH4		
NADH4L	ND4L	
NADH5	ND5	
NADH6		
NADK	dJ283E3.1|FLJ13052	NAD kinase
NADK2	C5orf33|DECRD|MNADK|NADKD1|FLJ30596|MNADK|C5orf33|NADKD1|C5orf33|MNADK|NADKD1	NAD kinase 2| mitochondrial
NADK2-AS1	NADKD1-AS1	NADK2 antisense RNA 1
NADSYN1	FLJ10631	
NAE1	A-116A10.1|APPBP1|HPP1|ula-1|ula-1|APP-BP1|APPBP1|APPBP1	NEDD8 activating enzyme E1 subunit 1
NAF1		
NAFLD1	FLD1	Fatty liver disease 1| susceptiblity to
NAFLD2		
NAG		
NAG11		
NAG13		
NAG18		
NAG20		
NAG6		
NAGA	D22S674|GALB|D22S674	alpha-N-acetylgalactosaminidase
NAGK	GNK|HSA242910|GNK	N-acetylglucosamine kinase
NAGLU	CMT2V|MPS-IIIB|MPS3B|NAG|UFHSD|NAG|UFHSD1	N-acetyl-alpha-glucosaminidase
NAGPA	APAA|UCE|APAA|UCE	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
NAGPA-AS1		
NAGS	AGAS|ARGA|AGAS|ARGA|NAT7	N-acetylglutamate synthase
NAIF1	C9orf90|bA379C10.2|DKFZp762G199|bA379C10.2|C9orf90|C9orf90	nuclear apoptosis inducing factor 1
NAIP	BIRC1|NLRB1|psiNAIP|NLRB1|BIRC1|BIRC1	NLR family apoptosis inhibitory protein
NALCN	CLIFAHDD|CanIon|IHPRF|IHPRF1|INNFD|VGCNL1|bA430M15.1|bA430M15.1|CanIon|VGCNL1|VGCNL1	sodium leak channel| non-selective
NALCN-AS1		
NALT1	LINC01573|MIR4674HG|NALT|TCONS_l2_00029132	NOTCH1 associated lncRNA in T cell acute lymphoblastic leukemia 1
NAMA		
NAMPT	1110035O14Rik|PBEF|PBEF1|VF|VISFATIN|PBEF|PBEF1|PBEF|PBEF1	nicotinamide phosphoribosyltransferase
NAMPTP1	NAMPTL|PBEF2|bA92J19.4	nicotinamide phosphoribosyltransferase pseudogene 1
NAMPTP2		
NAMPTP3		
NANOG	FLJ12581|FLJ40451	
NANOGNB		
NANOGNBP1		
NANOGNBP2		
NANOGNBP3		
NANOGP1	NANOG2|NANOG2	Nanog homeobox pseudogene 1
NANOGP10	NANOGP5	Nanog homeobox pseudogene 10
NANOGP11		
NANOGP2	NANOGP4	Nanog homeobox pseudogene 2
NANOGP3		
NANOGP4	NANOGP2	Nanog homeobox pseudogene 4
NANOGP5		
NANOGP6		
NANOGP7	NANOGP3	Nanog homeobox pseudogene 7
NANOGP8	NANOGP1|PN8	Nanog homeobox retrogene P8
NANOGP9	NANOGP6	Nanog homeobox pseudogene 9
NANOS1	EC_Rep1a|NOS-1|NOS1|SPGF12|ZC2HC12A|NOS1|ZC2HC12A|NOS1	nanos C2HC-type zinc finger 1
NANOS2	NOS2|ZC2HC12B|NOS2|ZC2HC12B|NOS2	nanos C2HC-type zinc finger 2
NANOS3	NANOS1L|NOS3|ZC2HC12C|NANOS1L|NOS3|ZC2HC12C|NOS3	nanos C2HC-type zinc finger 3
NANP	C20orf147|HDHD4|dJ694B14.3|dJ694B14.3|MGC26833|C20orf147|HDHD4|C20orf147|HDHD4	N-acetylneuraminic acid phosphatase
NANS	HEL-S-100|SAS|SEMDCG|SEMDG|SAS|SAS	N-acetylneuraminate synthase
NAP1	C4orf7	
NAP1L1	NAP1|NAP1L|NRP|NRP|NAP1|NAP1L|MGC8688|MGC23410|NRP	nucleosome assembly protein 1 like 1
NAP1L1P1		
NAP1L1P2		
NAP1L1P3		
NAP1L2	BPX|BPX|MGC26243|BPX	nucleosome assembly protein 1 like 2
NAP1L3	MB20|NPL3|MB20|NPL3|MGC26312|BNAP	nucleosome assembly protein 1 like 3
NAP1L4	NAP1L4b|NAP2|NAP2L|hNAP2|NAP2|NAP2	nucleosome assembly protein 1 like 4
NAP1L4P1		
NAP1L4P2		
NAP1L4P3		
NAP1L5	DRLM|DRLM|DRLM	nucleosome assembly protein 1 like 5
NAP1L6		
NAPA	SNAPA|SNAPA	NSF attachment protein alpha
NAPA-AS1		
NAPB	SNAP-BETA|SNAPB|SNAP-BETA|SNAPB|SNAPB	NSF attachment protein beta
NAPE-PLD		
NAPEPLD	C7orf18|FMP30|NAPE-PLD|FMP30|C7orf18|NAPE-PLD|C7orf18	N-acyl phosphatidylethanolamine phospholipase D
NAPG	GAMMASNAP|SNAPG	NSF attachment protein gamma
NAPGP1		
NAPGP2		
NAPRT	NAPRT1|PP3856|PP3856|NAPRT1|FHIP|NAPRT1	nicotinate phosphoribosyltransferase
NAPSA	KAP|Kdap|NAP1|NAPA|SNAPA|NAP1|NAPA|Kdap|KAP|NAP1|NAPA	napsin A aspartic peptidase
NAPSB	NAP1L|NAP2|NAPB|NAPSBP	napsin B aspartic peptidase| pseudogene
NARF	IOP2|FLJ10067|DKFZp434G0420|IOP2	nuclear prelamin A recognition factor
NARF-AS1		
NARF-IT1	NARF-OT1	NARF intronic transcript 1
NARFL	PRN	
NARG1		
NARG1L		
NARG2		
NARS	ASNRS|NARS1|NARS1	asparaginyl-tRNA synthetase
NARS2	DFNB94|SLM5|asnRS|FLJ23441|SLM5|DFNB94	asparaginyl-tRNA synthetase 2| mitochondrial
NARSP1	NARSP	asparaginyl-tRNA synthetase pseudogene 1
NARSP2		
NASP	FLB7527|HMDRA1|PRO1999|FLB7527|FLJ31599|FLJ35510|MGC19722|MGC20372|MGC2297|DKFZp547F162|PRO1999	nuclear autoantigenic sperm protein
NASPP1		
NAT1	AAC1|MNAT|NAT-1|NATI|AAC1|AAC1	N-acetyltransferase 1
NAT10	ALP|Kre33|NET43|hALP|FLJ10774|FLJ12179|NET43|KIAA1709|Kre33|ALP|KIAA1709	N-acetyltransferase 10
NAT11		
NAT14	KLP1|KLP1|KLP1	N-acetyltransferase 14 (putative)
NAT16	C7orf52|FLJ39237|C7orf52|C7orf52	N-acetyltransferase 16 (putative)
NAT2	AAC2|NAT-2|PNAT|AAC2|AAC2	N-acetyltransferase 2
NAT6	FUS2	
NAT8	ATase2|CCNAT|CML1|GLA|Hcml1|TSC501|TSC510|Hcml1|TSC501|GLA|ATase2|CML1|GLA|TSC501	N-acetyltransferase 8 (putative)
NAT8B	CML2|Hcml2|NAT8BP|Hcml2|NAT8BP|CML2	N-acetyltransferase 8B (putative| gene/pseudogene)
NAT8L	CML3|NACED|NAT8-LIKE|FLJ37478|Hcml3|CML3	N-acetyltransferase 8 like
NAT9	EBSP, hNATL|DKFZP564C103|EBS	N-acetyltransferase 9 (putative)
NATD1	C17orf103|Gtlf3b|MGC33894|Gtlf3b|C17orf103|C17orf103|GTLF3B	N-acetyltransferase domain containing 1
NATP	AACP|NATP1	N-acetyltransferase pseudogene
NAV1	POMFIL3|STEERIN1|UNC53H1|FLJ12560|FLJ14203|KIAA1151|MGC14961|POMFIL3|steerin-1|DKFZp781D0314|KIAA1151|KIAA1213|POMFIL3|STEERIN1	neuron navigator 1
NAV2	HELAD1|POMFIL2|RAINB1|STEERIN2|UNC53H2|FLJ10633|FLJ11030|HELAD1|KIAA1419|POMFIL2|RAINB1|FLJ23707|HELAD1|KIAA1419|POMFIL2|RAINB1|STEERIN2	neuron navigator 2
NAV2-AS1		
NAV2-AS2		
NAV2-AS3		
NAV2-AS4		
NAV2-AS5		
NAV2-IT1		
NAV3	POMFIL1|STEERIN3|unc53H3|KIAA0938|POMFIL1|KIAA0938|POMFIL1|STEERIN3	neuron navigator 3
NAXD	CARKD|LP3298|LP3298|FLJ10769|CARKD|CARKD	NAD(P)HX dehydratase
NAXE	AIBP|APOA1BP|PEBEL|YJEFN1|AIBP|MGC119143|MGC119144|MGC119145|YJEFN1|APOA1BP|AIBP|APOA1BP|YJEFN1	NAD(P)HX epimerase
NBAS	ILFS2|NAG|SOPH|NAG|NAG	neuroblastoma amplified sequence
NBAT1	CASC14|NBAT-1	neuroblastoma associated transcript 1
NBC		
NBDY	LINC01420|NoBody|NoBody|LINC01420|LINC01420	negative regulator of P-body association
NBEA	BCL8B|LYST2|KIAA1544|BCL8B|FLJ10197|LYST2|BCL8B|KIAA1544|LYST2	neurobeachin
NBEAL1	A530083I02Rik|ALS2CR16|ALS2CR17|MGC164581|ALS2CR17|ALS2CR16|ALS2CR16|ALS2CR17	neurobeachin like 1
NBEAL2	BDPLT4|GPS|KIAA0540|KIAA0540	neurobeachin like 2
NBEAP1	BCL8|BCL8A|BCL8|BCL8A	neurobeachin pseudogene 1
NBEAP2	BCL8D	neurobeachin pseudogene 2
NBEAP3	BCL8C	neurobeachin pseudogene 3
NBEAP4		
NBEAP5		
NBEAP6		
NBL1	D1S1733E|DAN|DAND1|NB|NO3|D1S1733E|NB|DAN|NO3|DAND1|DAN|DAND1	NBL1| DAN family BMP antagonist
NBLST4		
NBLST5		
NBLST6		
NBLST7		
NBN	AT-V1|AT-V2|ATV|NBS|NBS1|P95|ATV|AT-V2|AT-V1|NBS|NBS1|NBS|NBS1|P95	nibrin
NBPF1	AB13|AB14|AB23|AD2|NBG|NBPF|FLJ20719|KIAA1693|KIAA1693	NBPF member 1
NBPF10	AB6|AG1|NBPF9|AG1	NBPF member 10
NBPF11	NBPF24|NBPF24|NBPF24	NBPF member 11
NBPF12	COAS1|KIAA1245|COAS1|KIAA1245|COAS1|KIAA1245	NBPF member 12
NBPF13P		
NBPF14	DJ328E19.C1.1|NBPF|DJ328E19.C1.1	NBPF member 14
NBPF15	AB14|AG3|NBPF16|MGC8902|NBPF16|NBPF16	NBPF member 15
NBPF17P	NBPF23|NBPF23P	NBPF member 17| pseudogene
NBPF18P		
NBPF19		
NBPF20		
NBPF21P		
NBPF22P		
NBPF25P	WI2-925H4.1	NBPF member 25| pseudogene
NBPF26		
NBPF2P		
NBPF3	AE2|AE2	NBPF member 3
NBPF4	FLJ32833	
NBPF5P	DKFZp434D177-like|NBPF5|NBPF5	NBPF member 5| pseudogene
NBPF6		
NBPF7		
NBPF8	NBPF8P|NBPF8P	NBPF member 8
NBPF9	AE01|AE01	NBPF member 9
NBR1	1A1-3B|IAI3B|M17S2|MIG19|CA125|KIAA0049|1A1-3B|M17S2|1A13B|KIAA0049|M17S2	NBR1| autophagy cargo receptor
NBR2	NCRNA00192	neighbor of BRCA1 lncRNA 2
NBS1		
NCA		
NCALD		
NCAM1	CD56|MSK39|NCAM|NCAM|CD56|NCAM	neural cell adhesion molecule 1
NCAM1-AS1		
NCAM2	NCAM21|NCAM21|MGC51008|NCAM21	neural cell adhesion molecule 2
NCAN	CSPG3|CSPG3|CSPG3|NEUR	neurocan
NCAPD2	CAP-D2|CNAP1|MCPH21|hCAP-D2|CNAP1|hCAP-D2|CAP-D2|KIAA0159|CAPD2|CNAP1|KIAA0159	non-SMC condensin I complex subunit D2
NCAPD2P1		
NCAPD3	CAP-D3|CAPD3|MCPH22|hCAP-D3|hHCP-6|hcp-6|hCAP-D3|CAP-D3|hHCP-6|KIAA0056|FLJ42888|hcp-6|CAPD3|KIAA0056	non-SMC condensin II complex subunit D3
NCAPG	CAPG|CHCG|NY-MEL-3|YCG1|FLJ12450|hCAP-G|CAP-G|YCG1|CAPG|NYMEL3	non-SMC condensin I complex subunit G
NCAPG2	CAP-G2|CAPG2|LUZP5|MTB|hCAP-G2|FLJ20311|MTB|CAP-G2|hCAP-G2|LUZP5|LUZP5	non-SMC condensin II complex subunit G2
NCAPGP1		
NCAPGP2		
NCAPH	BRRN1|CAP-H|CAPH|MCPH23|CAP-H|hCAP-H|BRRN1|BRRN|BRRN1|CAPH|KIAA0074	non-SMC condensin I complex subunit H
NCAPH2	CAPH2|384D8-2|hCAP-H2|CAP-H2|CAPH2	non-SMC condensin II complex subunit H2
NCBP1	CBP80|NCBP|Sto1|CBP80|Sto1|NCBP|CBP80|NCBP	nuclear cap binding protein subunit 1
NCBP2	CBC2|CBP20|NIP1|PIG55|NIP1|CBP20|Cbc2|CBP20	nuclear cap binding protein subunit 2
NCBP2-AS1		
NCBP2-AS2		
NCBP2L	dJ820B18.1	nuclear cap binding protein subunit 2 like
NCBP3	C17orf85|ELG|HSA277841|HSA277841|ELG|C17orf85|C17orf85	nuclear cap binding subunit 3
NCCRP1	FBXO50|NCCRP-1|LOC342897|NCCRP-1|FBXO50|FBXO50	non-specific cytotoxic cell receptor protein 1 homolog (zebrafish)
NCDN	NCDN-1|NCDN-2|KIAA0607	
NCEH1	AADACL1|NCEH|KIAA1363|NCEH|AADACL1|AADACL1|KIAA1363	neutral cholesterol ester hydrolase 1
NCF1	NCF1A|NOXO2|SH3PXD1A|p47phox|p47phox|NOXO2|NCF1A|SH3PXD1A|NOXO2|SH3PXD1A	neutrophil cytosolic factor 1
NCF1B	NCF-1B|SH3PXD1B|SH3PXD1B	neutrophil cytosolic factor 1B pseudogene
NCF1C	SH3PXD1C|SH3PXD1C	neutrophil cytosolic factor 1C pseudogene
NCF2	NCF-2|NOXA2|P67-PHOX|P67PHOX|p67phox|NOXA2|NOXA2|P67PHOX	neutrophil cytosolic factor 2
NCF4	CGD3|NCF|P40PHOX|SH3PXD4|p40phox|SH3PXD4|SH3PXD4	neutrophil cytosolic factor 4
NCF4-AS1		
NCK1	NCK|NCKalpha|nck-1|NCKalpha|NCK|NCK	NCK adaptor protein 1
NCK1-DT	NCK1-AS1|SLC35G2-AS1	NCK1 divergent transcript
NCK2	GRB4|NCKbeta|NCKbeta|GRB4	NCK adaptor protein 2
NCKAP1	HEM2|NAP1|NAP125|p125Nap1|Nap1|HEM2|NAP125|HEM2|KIAA0587|NAP1	NCK associated protein 1
NCKAP1L	HEM1|HEM1|HEM1	NCK associated protein 1 like
NCKAP5	ERIH1|ERIH2|NAP5|NAP5|ERIH1|ERIH2|ERIH|NAP5	NCK associated protein 5
NCKAP5-IT1		
NCKAP5L	Cep169|FP1193|KIAA1602|KIAA1602|CEP169|KIAA1602	NCK associated protein 5 like
NCKIPSD	AF3P21|DIP|DIP1|ORF1|SPIN90|VIP54|WASLBP|WISH|AF3P21|SPIN90|ORF1|WISH|WASLBP|DIP1|AF3P21|SPIN90	NCK interacting protein with SH3 domain
NCL	C23|Nsr1|C23|Nsr1	nucleolin
NCLN	NET59|NICALIN|NET59	nicalin
NCLP1		
NCLP2	bA85L21.1	nucleolin pseudogene 2
NCMAP	C1orf130|MP11|FLJ42528|MP11|C1orf130|C1orf130	non-compact myelin associated protein
NCOA1	F-SRC-1|KAT13A|RIP160|SRC1|bHLHe42|bHLHe74|SRC1|F-SRC-1|NCoA-1|KAT13A|RIP160|bHLHe74|BHLHE74|SRC1	nuclear receptor coactivator 1
NCOA2	GRIP1|KAT13C|NCoA-2|SRC2|TIF2|bHLHe75|TIF2|GRIP1|NCoA-2|KAT13C|bHLHe75|BHLHE75|SRC2|TIF2	nuclear receptor coactivator 2
